id_venda,data_venda,estado,produto,categoria,quantidade,valor_final
976,2025-05-17,BA,Hub Usb,Acessório,2,177.2
977,2025-11-02,BA,Notebook,Informática,1,3316.62
978,2025-10-15,PE,Hub Usb,Acessório,6,553.41
979,2025-02-02,MG,Impressora,Escritório,1,748.6
980,2026-01-18,SP,Cadeira Gamer,Móveis,1,825.92
981,2025-10-21,MG,Notebook,Informática,1,3586.47
982,2025-05-21,RJ,Impressora,Escritório,4,3572.19
983,2026-02-15,PR,Notebook,Informática,3,9608.29
984,2026-02-13,BA,Teclado,Acessório,1,129.14
985,2025-02-26,BA,Teclado,Acessório,1,171.63
986,2025-01-01,CE,Mesa Escritório,Móveis,1,739.93
987,2025-05-27,CE,Impressora,Escritório,2,1873.6
988,2025-02-24,CE,Ssd 1Tb,Informática,2,873.22
989,2026-03-08,MG,Headset,Acessório,1,297.67
990,2025-08-10,BA,Teclado,Acessório,3,458.61
991,2026-02-19,PR,Mesa Escritório,Móveis,2,1552.98
992,2025-09-10,MG,Mouse,Acessório,5,370.55
993,2025-12-15,CE,Hub Usb,Acessório,1,100.82
994,2025-07-25,CE,Impressora,Escritório,2,1731.49
995,2025-08-10,BA,Monitor,Informática,2,1953.49
996,2025-12-15,RJ,Mesa Escritório,Móveis,1,718.92
997,2026-01-21,SP,Roteador,Redes,1,358.97
998,2026-02-16,BA,Mesa Escritório,Móveis,4,3139.92
999,2025-09-17,SP,Monitor,Informática,3,4173.93
1000,2025-11-25,RJ,Mesa Escritório,Móveis,5,3474.01
1001,2025-06-26,PR,Teclado,Acessório,1,170.36
1002,2025-04-27,PE,Cadeira Gamer,Móveis,1,908.79
1003,2026-01-19,MG,Mesa Escritório,Móveis,1,727.56
1004,2026-02-20,SP,Cadeira Gamer,Móveis,2,1702.4
1005,2025-06-17,BA,Impressora,Escritório,1,903.16
1006,2025-07-14,PR,Impressora,Escritório,5,4945.1
1007,2025-06-25,MG,Teclado,Acessório,1,139.97
1008,2025-08-10,MG,Roteador,Redes,5,1952.3
1009,2025-09-15,RJ,Roteador,Redes,4,1628.0
1010,2025-11-20,PR,Notebook,Informática,4,13068.96
1011,2025-04-05,CE,Notebook,Informática,1,3656.68
1012,2026-01-14,BA,Cadeira Gamer,Móveis,2,1687.52
1013,2025-02-18,MG,Mesa Escritório,Móveis,3,2078.54
1014,2025-03-06,CE,Cadeira Gamer,Móveis,6,5661.96
1015,2025-12-05,PE,Monitor,Informática,1,1124.05
1016,2025-11-14,BA,Ssd 1Tb,Informática,1,469.09
1017,2026-01-18,MG,Mesa Escritório,Móveis,2,1523.38
1018,2025-10-08,RN,Cadeira Gamer,Móveis,4,3191.39
1019,2025-12-22,BA,Headset,Acessório,2,648.81
1020,2025-03-09,PE,Monitor,Informática,2,2440.88
1021,2025-01-06,PE,Teclado,Acessório,2,254.35
1022,2025-03-28,PE,Headset,Acessório,1,322.53
1023,2025-01-24,CE,Mouse,Acessório,3,189.32
1024,2026-03-13,PR,Ssd 1Tb,Informática,2,1076.84
1025,2025-02-08,RN,Webcam,Acessório,1,210.53
1026,2025-08-26,MG,Teclado,Acessório,2,296.74
1027,2025-07-14,RN,Webcam,Acessório,1,207.19
1028,2025-06-19,BA,Webcam,Acessório,2,374.29
1029,2025-12-29,PE,Roteador,Redes,5,2511.85
1030,2025-07-07,RJ,Headset,Acessório,4,1299.16
1031,2026-02-24,PE,Monitor,Informática,2,2085.58
1032,2025-08-10,BA,Impressora,Escritório,3,2156.45
1033,2026-01-07,PE,Mouse,Acessório,2,149.9
1034,2025-03-02,RN,Headset,Acessório,3,937.59
1035,2026-01-24,BA,Hub Usb,Acessório,2,172.51
1036,2025-10-13,CE,Monitor,Informática,2,2497.42
1037,2025-04-06,PE,Notebook,Informática,1,3673.81
1038,2025-01-23,PR,Webcam,Acessório,2,476.62
1039,2026-02-15,RJ,Teclado,Acessório,2,265.25
1040,2025-08-23,CE,Webcam,Acessório,2,427.74
1041,2025-09-26,PR,Webcam,Acessório,1,188.54
1042,2025-10-30,CE,Webcam,Acessório,2,406.25
1043,2025-02-24,BA,Mouse,Acessório,4,321.28
1044,2025-09-21,SP,Impressora,Escritório,2,1781.48
1045,2025-05-29,CE,Webcam,Acessório,6,1362.06
1046,2025-03-06,CE,Headset,Acessório,1,231.57
1047,2025-11-20,BA,Headset,Acessório,5,1633.67
1048,2025-01-15,PE,Notebook,Informática,2,6028.22
1049,2025-02-22,BA,Roteador,Redes,1,492.48
1050,2025-02-02,MG,Monitor,Informática,3,3208.83
1051,2025-12-29,CE,Cadeira Gamer,Móveis,4,2976.37
1052,2026-01-14,PR,Hub Usb,Acessório,4,353.88
1053,2026-01-06,CE,Webcam,Acessório,2,425.98
1054,2025-06-12,RN,Notebook,Informática,2,6657.32
1055,2025-07-18,CE,Cadeira Gamer,Móveis,2,2051.08
1056,2025-11-07,SP,Webcam,Acessório,5,1020.1
1057,2025-07-20,MG,Webcam,Acessório,1,220.28
1058,2025-07-27,SP,Mouse,Acessório,4,374.28
1059,2025-10-09,BA,Impressora,Escritório,4,3635.31
1060,2025-08-10,MG,Mouse,Acessório,2,146.12
1061,2025-07-06,RJ,Webcam,Acessório,2,419.86
1062,2026-02-22,PR,Monitor,Informática,1,1067.95
1063,2025-08-10,RN,Headset,Acessório,2,584.04
1064,2025-03-13,BA,Ssd 1Tb,Informática,2,1097.28
1065,2025-08-29,PR,Mesa Escritório,Móveis,2,1554.16
1066,2025-05-28,MG,Monitor,Informática,1,1313.53
1067,2025-08-23,RN,Hub Usb,Acessório,2,197.05
1068,2025-07-25,CE,Notebook,Informática,6,20040.16
1069,2025-07-16,PR,Mouse,Acessório,4,312.92
1070,2025-05-16,BA,Headset,Acessório,4,1220.48
1071,2025-09-11,RJ,Monitor,Informática,1,1276.01
1072,2025-02-03,BA,Notebook,Informática,1,2976.02
1073,2025-11-21,BA,Cadeira Gamer,Móveis,5,4618.49
1074,2025-02-07,SP,Roteador,Redes,5,2029.5
1075,2025-11-07,RN,Mesa Escritório,Móveis,3,2439.42
1076,2026-02-02,BA,Mouse,Acessório,2,180.76
1077,2026-02-18,MG,Cadeira Gamer,Móveis,3,2735.7
1078,2026-02-04,RJ,Impressora,Escritório,4,2682.7
1079,2025-05-15,CE,Notebook,Informática,3,9233.13
1080,2025-05-21,PE,Notebook,Informática,1,3176.05
1081,2025-07-17,CE,Cadeira Gamer,Móveis,2,1566.24
1082,2025-05-11,BA,Mesa Escritório,Móveis,3,2474.28
1083,2025-09-17,BA,Roteador,Redes,5,1857.16
1084,2025-09-18,RJ,Impressora,Escritório,2,1955.12
1085,2026-01-05,SP,Notebook,Informática,4,12490.49
1086,2025-05-19,CE,Hub Usb,Acessório,2,156.14
1087,2025-02-03,SP,Webcam,Acessório,4,817.45
1088,2025-08-24,BA,Webcam,Acessório,1,176.2
1089,2025-10-27,SP,Mesa Escritório,Móveis,1,652.2
1090,2026-03-08,PE,Headset,Acessório,1,301.58
1091,2025-08-06,BA,Hub Usb,Acessório,1,90.91
1092,2025-03-30,MG,Monitor,Informática,4,4944.35
1093,2025-02-24,PR,Teclado,Acessório,1,140.11
1094,2025-12-18,CE,Mouse,Acessório,4,309.6
1095,2025-08-10,PE,Teclado,Acessório,2,286.65
1096,2025-11-26,BA,Notebook,Informática,1,2841.95
1097,2025-09-15,PE,Teclado,Acessório,3,413.19
1098,2025-08-17,CE,Ssd 1Tb,Informática,6,3161.46
1099,2026-01-06,PR,Headset,Acessório,1,206.12
1100,2025-05-12,BA,Teclado,Acessório,2,322.62
1101,2025-07-05,BA,Cadeira Gamer,Móveis,1,918.01
1102,2025-07-25,PE,Hub Usb,Acessório,2,163.31
1103,2025-06-04,CE,Headset,Acessório,4,1084.18
1104,2025-08-10,MG,Roteador,Redes,3,1404.65
1105,2025-12-20,RN,Roteador,Redes,2,730.85
1106,2025-08-10,MG,Mouse,Acessório,1,80.13
1107,2025-11-16,BA,Hub Usb,Acessório,1,98.64
1108,2025-07-28,BA,Mesa Escritório,Móveis,1,740.17
1109,2025-09-27,CE,Hub Usb,Acessório,2,190.52
1110,2025-02-09,BA,Mouse,Acessório,3,197.99
1111,2026-01-11,PE,Impressora,Escritório,1,794.18
1112,2025-12-28,PR,Roteador,Redes,2,745.9
1113,2025-12-23,PR,Notebook,Informática,4,11009.66
1114,2025-11-15,BA,Monitor,Informática,6,7259.76
1115,2025-04-05,RN,Headset,Acessório,2,634.3
1116,2025-12-26,PE,Headset,Acessório,2,592.1
1117,2025-06-03,CE,Mesa Escritório,Móveis,1,713.62
1118,2025-12-31,RN,Impressora,Escritório,1,792.07
1119,2025-05-31,BA,Mesa Escritório,Móveis,2,1423.6
1120,2026-02-02,MG,Notebook,Informática,2,6831.24
1121,2026-03-08,RJ,Cadeira Gamer,Móveis,1,869.72
1122,2025-04-19,CE,Teclado,Acessório,4,549.2
1123,2025-02-12,PE,Cadeira Gamer,Móveis,1,937.52
1124,2025-08-10,CE,Impressora,Escritório,5,4283.45
1125,2025-03-11,PR,Cadeira Gamer,Móveis,1,855.45
1126,2026-01-22,PR,Roteador,Redes,4,1470.02
1127,2025-10-09,CE,Teclado,Acessório,1,139.77
1128,2025-04-21,CE,Roteador,Redes,1,341.71
1129,2025-07-02,BA,Cadeira Gamer,Móveis,1,953.9
1130,2026-03-06,PE,Monitor,Informática,1,1141.49
1131,2025-06-07,PR,Webcam,Acessório,2,422.28
1132,2025-05-06,PR,Cadeira Gamer,Móveis,5,4714.05
1133,2025-02-05,CE,Roteador,Redes,1,449.17
1134,2026-02-08,MG,Monitor,Informática,1,949.7
1135,2025-07-08,BA,Webcam,Acessório,3,660.84
1136,2025-05-10,SP,Teclado,Acessório,5,562.23
1137,2025-05-25,CE,Webcam,Acessório,3,564.33
1138,2025-07-07,PE,Mouse,Acessório,1,69.26
1139,2026-02-19,RJ,Hub Usb,Acessório,2,185.78
1140,2025-10-08,RJ,Hub Usb,Acessório,3,263.45
1141,2025-03-21,PE,Mouse,Acessório,2,146.07
1142,2025-07-04,RJ,Hub Usb,Acessório,1,99.06
1143,2025-08-10,RJ,Notebook,Informática,1,3189.21
1144,2025-03-19,RN,Ssd 1Tb,Informática,1,589.55
1145,2025-09-10,BA,Mesa Escritório,Móveis,1,634.56
1146,2025-12-13,RN,Notebook,Informática,2,6852.14
1147,2025-05-12,BA,Roteador,Redes,5,2150.8
1148,2025-02-07,SP,Headset,Acessório,2,550.96
1149,2025-04-17,CE,Ssd 1Tb,Informática,1,529.36
1150,2025-10-15,PR,Impressora,Escritório,1,932.41
1151,2025-10-31,MG,Headset,Acessório,2,608.08
1152,2025-12-15,MG,Roteador,Redes,5,1862.8
1153,2025-08-10,MG,Webcam,Acessório,5,1049.3
1154,2025-08-06,MG,Hub Usb,Acessório,2,131.33
1155,2026-02-06,RN,Mouse,Acessório,1,87.37
1156,2025-08-12,CE,Mesa Escritório,Móveis,5,3640.07
1157,2025-05-20,RJ,Webcam,Acessório,4,856.6
1158,2025-02-24,RN,Hub Usb,Acessório,3,294.43
1159,2025-08-21,BA,Mesa Escritório,Móveis,2,1276.47
1160,2025-08-22,BA,Ssd 1Tb,Informática,1,561.08
1161,2025-08-11,PR,Impressora,Escritório,2,1405.99
1162,2025-09-07,RN,Cadeira Gamer,Móveis,3,2259.84
1163,2025-03-10,CE,Cadeira Gamer,Móveis,1,856.12
1164,2026-03-04,CE,Webcam,Acessório,1,179.19
1165,2026-01-15,CE,Monitor,Informática,3,2910.99
1166,2025-10-20,PE,Webcam,Acessório,2,470.42
1167,2025-08-24,CE,Notebook,Informática,4,11549.07
1168,2025-04-12,CE,Monitor,Informática,1,1018.37
1169,2025-01-25,BA,Cadeira Gamer,Móveis,3,2775.0
1170,2025-12-07,BA,Mesa Escritório,Móveis,3,2407.26
1171,2025-03-14,BA,Cadeira Gamer,Móveis,1,848.21
1172,2025-07-21,BA,Hub Usb,Acessório,2,129.18
1173,2025-09-19,BA,Impressora,Escritório,5,3848.55
1174,2025-05-14,CE,Notebook,Informática,1,3554.13
1175,2026-02-02,PR,Mouse,Acessório,2,145.28
1176,2025-07-18,BA,Mesa Escritório,Móveis,5,3607.33
1177,2025-06-02,CE,Notebook,Informática,3,8486.48
1178,2025-08-10,BA,Mouse,Acessório,3,234.93
1179,2025-04-09,PR,Monitor,Informática,1,957.98
1180,2025-10-06,RJ,Mouse,Acessório,1,80.58
1181,2025-01-30,PR,Headset,Acessório,2,642.0
1182,2025-02-01,PR,Mesa Escritório,Móveis,5,3200.5
1183,2026-01-19,RN,Hub Usb,Acessório,3,284.31
1184,2026-03-15,CE,Headset,Acessório,1,281.64
1185,2025-08-03,BA,Mesa Escritório,Móveis,2,1858.36
1186,2025-11-29,SP,Headset,Acessório,2,638.7
1187,2026-01-17,PR,Hub Usb,Acessório,4,340.37
1188,2025-11-12,BA,Teclado,Acessório,1,142.68
1189,2025-02-16,CE,Hub Usb,Acessório,1,103.95
1190,2025-03-15,RN,Webcam,Acessório,2,432.52
1191,2025-03-28,BA,Roteador,Redes,2,775.02
1192,2026-02-15,BA,Mouse,Acessório,1,65.54
1193,2025-08-10,RN,Impressora,Escritório,6,4913.84
1194,2026-02-04,RJ,Webcam,Acessório,3,677.96
1195,2025-07-23,BA,Roteador,Redes,3,1011.97
1196,2025-11-08,SP,Headset,Acessório,2,478.31
1197,2025-06-25,PE,Teclado,Acessório,2,239.29
1198,2025-10-26,MG,Impressora,Escritório,2,1604.82
1199,2025-06-05,MG,Mesa Escritório,Móveis,5,4327.45
1200,2025-05-31,BA,Cadeira Gamer,Móveis,5,3923.02
1201,2026-02-05,BA,Monitor,Informática,2,1958.2
1202,2025-10-20,RN,Webcam,Acessório,4,931.42
1203,2026-02-08,SP,Headset,Acessório,1,328.94
1204,2025-07-28,CE,Cadeira Gamer,Móveis,3,2951.69
1205,2025-07-06,CE,Headset,Acessório,3,876.92
1206,2025-05-08,BA,Impressora,Escritório,6,5234.94
1207,2025-03-22,CE,Roteador,Redes,1,395.19
1208,2025-11-28,CE,Teclado,Acessório,1,167.66
1209,2025-11-09,BA,Roteador,Redes,4,1471.32
1210,2026-01-17,RJ,Headset,Acessório,2,577.38
1211,2025-11-01,MG,Webcam,Acessório,3,668.82
1212,2025-10-03,CE,Ssd 1Tb,Informática,1,558.03
1213,2025-06-21,PE,Notebook,Informática,2,7363.64
1214,2025-08-27,RN,Cadeira Gamer,Móveis,1,1011.65
1215,2025-08-10,PR,Hub Usb,Acessório,3,312.63
1216,2025-01-09,PR,Hub Usb,Acessório,1,73.0
1217,2025-12-11,CE,Ssd 1Tb,Informática,1,488.86
1218,2025-05-02,BA,Mesa Escritório,Móveis,3,2605.5
1219,2025-06-10,SP,Impressora,Escritório,1,799.47
1220,2025-08-20,BA,Headset,Acessório,1,292.18
1221,2025-09-07,PE,Monitor,Informática,1,1361.7
1222,2025-04-08,RN,Ssd 1Tb,Informática,2,1108.08
1223,2025-01-13,MG,Headset,Acessório,3,909.03
1224,2025-04-23,RN,Mouse,Acessório,2,153.2
1225,2025-08-01,SP,Notebook,Informática,3,9880.36
1226,2025-06-17,BA,Teclado,Acessório,2,308.84
1227,2025-06-03,BA,Teclado,Acessório,3,401.31
1228,2025-07-28,BA,Webcam,Acessório,4,877.56
1229,2025-01-28,BA,Mouse,Acessório,2,129.35
1230,2026-03-03,PE,Mouse,Acessório,1,80.72
1231,2025-10-18,RN,Teclado,Acessório,1,148.17
1232,2025-02-23,PR,Impressora,Escritório,1,797.91
1233,2025-10-11,BA,Mesa Escritório,Móveis,6,3555.01
1234,2025-03-02,RN,Hub Usb,Acessório,3,226.87
1235,2025-11-03,RJ,Notebook,Informática,1,3227.8
1236,2026-02-06,CE,Mesa Escritório,Móveis,1,757.17
1237,2025-12-07,BA,Monitor,Informática,2,2148.72
1238,2025-02-05,BA,Webcam,Acessório,1,228.65
1239,2025-11-08,MG,Mouse,Acessório,2,138.14
1240,2025-07-14,CE,Mouse,Acessório,4,387.52
1241,2025-02-08,BA,Mouse,Acessório,5,380.33
1242,2025-12-19,RJ,Webcam,Acessório,5,1149.35
1243,2026-02-12,BA,Monitor,Informática,1,908.1
1244,2025-12-01,CE,Webcam,Acessório,2,384.68
1245,2026-03-06,CE,Impressora,Escritório,2,1537.22
1246,2025-08-10,PR,Ssd 1Tb,Informática,1,434.55
1247,2025-12-30,PE,Cadeira Gamer,Móveis,1,1014.37
1248,2025-08-11,PE,Monitor,Informática,5,6070.3
1249,2025-02-20,PR,Notebook,Informática,5,17051.35
1250,2026-02-23,BA,Notebook,Informática,3,9468.71
1251,2025-08-22,CE,Ssd 1Tb,Informática,1,625.9
1252,2025-08-10,CE,Ssd 1Tb,Informática,6,3256.45
1253,2025-04-02,MG,Cadeira Gamer,Móveis,3,2615.11
1254,2025-01-10,RN,Hub Usb,Acessório,6,475.61
1255,2025-03-01,RJ,Teclado,Acessório,3,435.72
1256,2026-01-10,SP,Mouse,Acessório,4,276.49
1257,2026-01-11,RJ,Ssd 1Tb,Informática,2,1172.72
1258,2026-02-05,PR,Cadeira Gamer,Móveis,2,1816.88
1259,2025-01-16,BA,Mouse,Acessório,3,147.38
1260,2025-08-02,BA,Impressora,Escritório,4,3728.44
1261,2025-11-25,BA,Mesa Escritório,Móveis,4,3527.24
1262,2025-06-11,RJ,Teclado,Acessório,2,314.92
1263,2025-07-08,CE,Webcam,Acessório,1,175.77
1264,2025-11-22,BA,Hub Usb,Acessório,2,171.06
1265,2025-06-15,CE,Webcam,Acessório,3,709.62
1266,2025-01-19,PR,Mesa Escritório,Móveis,2,1447.68
1267,2026-01-31,RJ,Mouse,Acessório,2,160.64
1268,2025-08-10,PE,Mesa Escritório,Móveis,2,1486.82
1269,2025-08-16,RN,Monitor,Informática,6,6883.87
1270,2025-10-23,PE,Teclado,Acessório,2,246.01
1271,2025-08-25,CE,Teclado,Acessório,2,238.19
1272,2025-03-21,MG,Ssd 1Tb,Informática,4,2164.18
1273,2025-08-10,BA,Roteador,Redes,1,389.98
1274,2025-02-12,RJ,Webcam,Acessório,1,220.28
1275,2026-01-06,SP,Impressora,Escritório,1,1007.46
1276,2026-02-22,CE,Impressora,Escritório,2,1342.14
1277,2025-12-12,PR,Mesa Escritório,Móveis,4,2694.35
1278,2025-07-27,MG,Cadeira Gamer,Móveis,4,2999.28
1279,2026-01-16,PR,Ssd 1Tb,Informática,3,1411.78
1280,2025-03-29,CE,Webcam,Acessório,2,434.06
1281,2026-02-14,CE,Ssd 1Tb,Informática,3,1741.44
1282,2025-11-30,MG,Roteador,Redes,3,1106.3
1283,2025-02-02,PR,Hub Usb,Acessório,1,87.75
1284,2025-09-13,MG,Impressora,Escritório,3,2862.0
1285,2025-08-20,PR,Ssd 1Tb,Informática,2,1154.36
1286,2025-05-09,PE,Hub Usb,Acessório,3,231.68
1287,2026-02-20,PE,Monitor,Informática,1,1011.27
1288,2025-05-26,PE,Headset,Acessório,1,310.62
1289,2025-09-20,RJ,Ssd 1Tb,Informática,1,462.55
1290,2025-03-31,CE,Roteador,Redes,3,1322.82
1291,2025-07-15,RN,Monitor,Informática,4,5238.15
1292,2026-03-02,BA,Ssd 1Tb,Informática,1,553.31
1293,2025-01-29,PR,Roteador,Redes,2,887.26
1294,2025-06-25,PR,Teclado,Acessório,4,513.2
1295,2025-04-30,SP,Mesa Escritório,Móveis,1,745.67
1296,2025-12-20,RN,Ssd 1Tb,Informática,3,1493.1
1297,2025-05-06,RN,Notebook,Informática,3,10158.75
1298,2025-04-16,CE,Webcam,Acessório,3,533.31
1299,2025-07-08,RJ,Webcam,Acessório,1,193.9
1300,2025-08-10,RN,Webcam,Acessório,6,1420.02
1301,2026-02-16,PE,Teclado,Acessório,5,636.64
1302,2025-10-26,SP,Notebook,Informática,1,3278.85
1303,2025-03-11,PR,Cadeira Gamer,Móveis,3,2344.25
1304,2025-08-07,PE,Teclado,Acessório,2,279.08
1305,2025-10-12,CE,Hub Usb,Acessório,4,368.68
1306,2025-08-10,PR,Impressora,Escritório,2,1736.72
1307,2026-01-05,PE,Mouse,Acessório,1,60.18
1308,2026-02-27,PR,Monitor,Informática,2,2408.36
1309,2025-07-24,BA,Notebook,Informática,3,9667.32
1310,2025-10-24,PE,Notebook,Informática,3,10408.74
1311,2025-11-04,RJ,Impressora,Escritório,4,3347.88
1312,2026-02-03,BA,Ssd 1Tb,Informática,3,1745.37
1313,2026-01-13,MG,Cadeira Gamer,Móveis,2,1947.26
1314,2025-08-13,CE,Mouse,Acessório,5,314.55
1315,2025-07-14,CE,Mesa Escritório,Móveis,1,766.74
1316,2025-12-12,BA,Webcam,Acessório,1,216.67
1317,2026-02-13,PR,Monitor,Informática,1,1152.79
1318,2025-08-10,CE,Headset,Acessório,4,1191.84
1319,2025-05-11,BA,Hub Usb,Acessório,2,181.82
1320,2025-08-25,CE,Cadeira Gamer,Móveis,1,1025.46
1321,2025-08-10,CE,Notebook,Informática,3,10627.39
1322,2026-02-01,BA,Roteador,Redes,2,895.8
1323,2026-02-28,PR,Impressora,Escritório,3,2425.14
1324,2025-06-03,MG,Mouse,Acessório,2,157.66
1325,2025-09-12,MG,Teclado,Acessório,3,472.95
1326,2025-07-27,BA,Teclado,Acessório,1,124.32
1327,2026-03-01,BA,Roteador,Redes,2,895.8
1328,2026-02-14,BA,Notebook,Informática,2,5560.67
1329,2025-07-22,SP,Cadeira Gamer,Móveis,1,807.75
1330,2025-07-23,CE,Headset,Acessório,3,1050.69
1331,2025-06-21,CE,Headset,Acessório,3,1039.14
1332,2025-03-11,MG,Monitor,Informática,2,2002.83
1333,2026-02-27,BA,Monitor,Informática,1,1283.38
1334,2025-03-07,BA,Headset,Acessório,1,222.28
1335,2025-06-07,MG,Webcam,Acessório,3,525.91
1336,2026-01-07,PE,Monitor,Informática,1,1246.95
1337,2025-06-26,RJ,Mesa Escritório,Móveis,1,864.78
1338,2026-01-06,MG,Teclado,Acessório,3,437.25
1339,2025-01-04,RJ,Webcam,Acessório,1,231.52
1340,2025-04-24,BA,Mesa Escritório,Móveis,3,1998.7
1341,2025-06-04,MG,Hub Usb,Acessório,1,97.27
1342,2026-02-12,MG,Impressora,Escritório,6,5292.78
1343,2025-08-11,BA,Cadeira Gamer,Móveis,3,2341.14
1344,2025-08-15,BA,Ssd 1Tb,Informática,4,1952.65
1345,2025-01-24,PR,Teclado,Acessório,3,387.99
1346,2025-02-02,MG,Monitor,Informática,5,4057.6
1347,2025-04-01,BA,Mouse,Acessório,4,297.32
1348,2025-03-09,PR,Monitor,Informática,5,6088.26
1349,2025-10-14,BA,Mouse,Acessório,1,89.28
1350,2025-09-14,MG,Impressora,Escritório,1,709.61
1351,2025-04-17,SP,Teclado,Acessório,2,264.73
1352,2025-05-11,PR,Teclado,Acessório,1,155.21
1353,2025-10-11,BA,Mouse,Acessório,5,360.18
1354,2025-04-24,CE,Headset,Acessório,6,1590.24
1355,2025-03-14,RJ,Mouse,Acessório,1,70.36
1356,2025-08-06,CE,Monitor,Informática,1,1152.12
1357,2025-09-07,PE,Mesa Escritório,Móveis,3,1694.26
1358,2025-01-23,PE,Webcam,Acessório,1,214.75
1359,2025-03-12,PE,Headset,Acessório,1,311.59
1360,2025-03-22,CE,Cadeira Gamer,Móveis,2,1728.7
1361,2025-02-25,CE,Impressora,Escritório,1,987.12
1362,2025-01-04,PR,Roteador,Redes,2,612.11
1363,2026-03-04,BA,Mesa Escritório,Móveis,4,3290.0
1364,2025-07-29,MG,Cadeira Gamer,Móveis,2,1759.5
1365,2025-06-09,CE,Teclado,Acessório,2,254.16
1366,2025-08-11,PR,Headset,Acessório,2,586.78
1367,2025-07-10,RJ,Monitor,Informática,4,4698.0
1368,2025-06-09,MG,Webcam,Acessório,1,238.24
1369,2025-05-31,BA,Cadeira Gamer,Móveis,2,1863.58
1370,2025-04-22,SP,Hub Usb,Acessório,2,171.13
1371,2026-02-13,RN,Roteador,Redes,4,1533.4
1372,2025-03-03,BA,Mesa Escritório,Móveis,4,3223.48
1373,2025-07-25,SP,Teclado,Acessório,4,542.75
1374,2025-05-14,MG,Mouse,Acessório,3,277.41
1375,2025-10-21,RJ,Roteador,Redes,2,892.93
1376,2025-04-17,RJ,Headset,Acessório,2,559.12
1377,2025-01-15,MG,Mouse,Acessório,2,157.94
1378,2025-08-10,RN,Cadeira Gamer,Móveis,1,676.44
1379,2026-01-25,RJ,Notebook,Informática,3,9597.03
1380,2025-03-02,RJ,Impressora,Escritório,2,1797.74
1381,2025-12-11,PE,Ssd 1Tb,Informática,1,447.13
1382,2026-02-15,BA,Impressora,Escritório,2,1534.29
1383,2026-01-03,PE,Mesa Escritório,Móveis,6,4006.82
1384,2025-07-11,RJ,Ssd 1Tb,Informática,5,2906.85
1385,2026-01-05,BA,Webcam,Acessório,1,212.75
1386,2026-01-17,PE,Headset,Acessório,4,1312.6
1387,2025-08-12,CE,Mesa Escritório,Móveis,1,836.01
1388,2025-08-10,SP,Webcam,Acessório,1,239.89
1389,2025-03-23,PR,Roteador,Redes,1,386.26
1390,2025-09-08,PR,Webcam,Acessório,4,792.2
1391,2025-08-25,BA,Cadeira Gamer,Móveis,4,3470.24
1392,2025-09-10,BA,Mouse,Acessório,2,145.42
1393,2025-08-05,BA,Webcam,Acessório,2,435.66
1394,2025-08-14,SP,Monitor,Informática,4,4272.0
1395,2025-12-25,BA,Ssd 1Tb,Informática,5,2805.85
1396,2025-08-16,RJ,Ssd 1Tb,Informática,4,2254.64
1397,2025-08-10,MG,Cadeira Gamer,Móveis,1,911.63
1398,2025-08-10,MG,Roteador,Redes,1,311.59
1399,2026-02-06,MG,Webcam,Acessório,1,176.53
1400,2025-03-06,MG,Cadeira Gamer,Móveis,4,3716.84
1401,2025-08-12,BA,Roteador,Redes,2,725.09
1402,2025-08-10,CE,Teclado,Acessório,3,427.44
1403,2025-10-13,RN,Mouse,Acessório,3,230.45
1404,2025-08-10,CE,Monitor,Informática,5,5645.94
1405,2025-02-15,BA,Mesa Escritório,Móveis,3,2235.44
1406,2025-01-02,BA,Notebook,Informática,2,6317.82
1407,2025-10-06,SP,Roteador,Redes,1,498.76
1408,2025-11-01,CE,Monitor,Informática,4,4741.84
1409,2025-06-19,CE,Mouse,Acessório,2,167.48
1410,2026-03-06,CE,Ssd 1Tb,Informática,1,497.81
1411,2025-09-09,PE,Ssd 1Tb,Informática,4,2274.24
1412,2025-01-28,CE,Mesa Escritório,Móveis,4,2804.32
1413,2025-02-01,BA,Teclado,Acessório,2,295.2
1414,2026-03-13,PE,Monitor,Informática,3,3303.6
1415,2025-01-01,BA,Monitor,Informática,4,3833.86
1416,2025-06-20,RJ,Hub Usb,Acessório,2,171.04
1417,2025-02-25,CE,Teclado,Acessório,2,279.65
1418,2025-04-14,MG,Teclado,Acessório,1,142.11
1419,2025-10-09,CE,Webcam,Acessório,1,218.82
1420,2025-05-20,BA,Mesa Escritório,Móveis,1,696.62
1421,2025-03-15,CE,Mouse,Acessório,1,80.32
1422,2025-08-10,BA,Cadeira Gamer,Móveis,2,1749.31
1423,2025-04-19,MG,Mesa Escritório,Móveis,2,1547.62
1424,2026-01-05,RN,Mesa Escritório,Móveis,2,1446.28
1425,2025-10-20,RJ,Teclado,Acessório,3,448.29
1426,2025-07-30,PE,Hub Usb,Acessório,2,184.88
1427,2026-02-22,PE,Cadeira Gamer,Móveis,1,784.56
1428,2025-09-17,PR,Roteador,Redes,3,1332.81
1429,2025-04-15,CE,Webcam,Acessório,1,219.49
1430,2025-10-10,CE,Webcam,Acessório,5,786.48
1431,2026-01-20,PR,Hub Usb,Acessório,5,369.09
1432,2026-01-27,BA,Mouse,Acessório,6,492.78
1433,2025-04-06,PE,Mouse,Acessório,1,80.32
1434,2025-07-11,SP,Roteador,Redes,1,481.25
