id_venda,data_venda,id_cliente,id_produto,quantidade,valor_unitario,desconto_pct,canal,status_pedido,valor_total_bruto,valor_final
1023,2025-01-24,11345,1002,3,70.12,0.1,marketplace,concluído,210.36,189.32
1024,2026-03-13,10638,1009,2,538.42,0.0,loja física,concluído,1076.84,1076.84
1025,2025-02-08,11133,1006,1,210.53,0.0,app,concluído,210.53,210.53
1026,2025-08-26,10276,1003,2,148.37,0.0,marketplace,pendente,296.74,296.74
1027,2025-07-14,11244,1006,1,207.19,0.0,loja física,concluído,207.19,207.19
1028,2025-06-19,10098,1006,2,220.17,0.15,app,concluído,440.34,374.29
1029,2025-12-29,10284,1012,5,502.37,0.0,site,em separação,2511.85,2511.85
1030,2025-07-07,10697,1007,4,324.79,0.0,app,concluído,1299.16,1299.16
1031,2026-02-24,10169,1004,2,1042.79,0.0,site,em separação,2085.58,2085.58
1032,2025-08-10,10205,1008,3,898.52,0.2,loja física,concluído,2695.56,2156.45
1033,2026-01-07,11219,1002,2,74.95,0.0,site,concluído,149.9,149.9
1034,2025-03-02,10337,1007,3,312.53,0.0,marketplace,concluído,937.59,937.59
1035,2026-01-24,11458,1010,2,95.84,0.1,marketplace,concluído,191.68,172.51
1036,2025-10-13,10705,1004,2,1248.71,0.0,loja física,concluído,2497.42,2497.42
1037,2025-04-06,11009,1001,1,3673.81,0.0,marketplace,concluído,3673.81,3673.81
1038,2025-01-23,10941,1006,2,238.31,0.0,loja física,concluído,476.62,476.62
1039,2026-02-15,10605,1003,2,156.03,0.15,marketplace,concluído,312.06,265.25
1040,2025-08-23,10815,1006,2,213.87,0.0,marketplace,em separação,427.74,427.74
1041,2025-09-26,10596,1006,1,209.49,0.1,app,concluído,209.49,188.54
1042,2025-10-30,10834,1006,2,238.97,0.15,app,pendente,477.94,406.25
1043,2025-02-24,10015,1002,4,80.32,0.0,site,concluído,321.28,321.28
1044,2025-09-21,10771,1008,2,890.74,0.0,site,concluído,1781.48,1781.48
1045,2025-05-29,11285,1006,6,227.01,0.0,loja física,concluído,1362.06,1362.06
1046,2025-03-06,10705,1007,1,289.46,0.2,site,cancelado,289.46,231.57
1047,2025-11-20,11282,1007,5,343.93,0.05,loja física,concluído,1719.65,1633.67
1048,2025-01-15,10585,1001,2,3172.75,0.05,site,concluído,6345.5,6028.22
1049,2025-02-22,11254,1012,1,518.4,0.05,marketplace,concluído,518.4,492.48
1050,2025-02-02,10804,1004,3,1069.61,0.0,marketplace,concluído,3208.83,3208.83
1051,2025-12-29,10601,1005,4,826.77,0.1,marketplace,concluído,3307.08,2976.37
1052,2026-01-14,10916,1010,4,98.3,0.1,app,concluído,393.2,353.88
1053,2026-01-06,10599,1006,2,212.99,0.0,loja física,concluído,425.98,425.98
1054,2025-06-12,10395,1001,2,3328.66,0.0,marketplace,concluído,6657.32,6657.32
1055,2025-07-18,10310,1005,2,1025.54,0.0,app,concluído,2051.08,2051.08
1056,2025-11-07,10175,1006,5,204.02,0.0,marketplace,concluído,1020.1,1020.1
1057,2025-07-20,10102,1006,1,220.28,0.0,marketplace,concluído,220.28,220.28
1058,2025-07-27,10125,1002,4,93.57,0.0,marketplace,concluído,374.28,374.28
1059,2025-10-09,10650,1008,4,956.66,0.05,loja física,pendente,3826.64,3635.31
1060,2025-08-10,10797,1002,2,81.18,0.1,loja física,em separação,162.36,146.12
1061,2025-07-06,10864,1006,2,209.93,0.0,app,concluído,419.86,419.86
1062,2026-02-22,10871,1004,1,1124.16,0.05,site,concluído,1124.16,1067.95
1063,2025-08-10,10337,1007,2,292.02,0.0,site,concluído,584.04,584.04
1064,2025-03-13,10973,1009,2,548.64,0.0,marketplace,concluído,1097.28,1097.28
1065,2025-08-29,10106,1011,2,863.42,0.1,loja física,em separação,1726.84,1554.16
1066,2025-05-28,11248,1004,1,1313.53,0.0,app,cancelado,1313.53,1313.53
1067,2025-08-23,10180,1010,2,109.47,0.1,site,em separação,218.94,197.05
1068,2025-07-25,10310,1001,6,3711.14,0.1,app,concluído,22266.84,20040.16
1069,2025-07-16,10580,1002,4,78.23,0.0,marketplace,concluído,312.92,312.92
1070,2025-05-16,10299,1007,4,321.18,0.05,marketplace,concluído,1284.72,1220.48
1071,2025-09-11,10176,1004,1,1276.01,0.0,app,concluído,1276.01,1276.01
1072,2025-02-03,10119,1001,1,3720.03,0.2,app,concluído,3720.03,2976.02
1073,2025-11-21,11279,1005,5,1026.33,0.1,app,concluído,5131.65,4618.49
1074,2025-02-07,11428,1012,5,405.9,0.0,app,concluído,2029.5,2029.5
1075,2025-11-07,11197,1011,3,813.14,0.0,loja física,concluído,2439.42,2439.42
1076,2026-02-02,10483,1002,2,90.38,0.0,loja física,concluído,180.76,180.76
1077,2026-02-18,10346,1005,3,911.9,0.0,app,não informado,2735.7,2735.7
1078,2026-02-04,10060,1008,4,789.03,0.15,site,concluído,3156.12,2682.7
1079,2025-05-15,10080,1001,3,3077.71,0.0,app,concluído,9233.13,9233.13
1080,2025-05-21,10027,1001,1,3176.05,0.0,loja física,concluído,3176.05,3176.05
1081,2025-07-17,11020,1005,2,921.32,0.15,app,cancelado,1842.64,1566.24
1082,2025-05-11,10800,1011,3,824.76,0.0,loja física,concluído,2474.28,2474.28
1083,2025-09-17,10857,1012,5,390.98,0.05,marketplace,concluído,1954.9,1857.16
1084,2025-09-18,11357,1008,2,977.56,0.0,site,concluído,1955.12,1955.12
1085,2026-01-05,10048,1001,4,3469.58,0.1,marketplace,pendente,13878.32,12490.49
1086,2025-05-19,10915,1010,2,97.59,0.2,marketplace,não informado,195.18,156.14
1087,2025-02-03,10378,1006,4,227.07,0.1,app,concluído,908.28,817.45
1088,2025-08-24,11179,1006,1,207.29,0.15,app,concluído,207.29,176.2
1089,2025-10-27,11294,1011,1,767.29,0.15,site,concluído,767.29,652.2
1090,2026-03-08,10933,1007,1,354.8,0.15,site,concluído,354.8,301.58
1091,2025-08-06,11341,1010,1,95.69,0.05,site,concluído,95.69,90.91
1092,2025-03-30,10292,1004,4,1373.43,0.1,site,concluído,5493.72,4944.35
1093,2025-02-24,10750,1003,1,155.68,0.1,app,concluído,155.68,140.11
1094,2025-12-18,10612,1002,4,86.0,0.1,site,concluído,344.0,309.6
1095,2025-08-10,10437,1003,2,150.87,0.05,site,concluído,301.74,286.65
1096,2025-11-26,10735,1001,1,3552.44,0.2,loja física,não informado,3552.44,2841.95
1097,2025-09-15,10436,1003,3,137.73,0.0,marketplace,concluído,413.19,413.19
1098,2025-08-17,11034,1009,6,526.91,0.0,app,não informado,3161.46,3161.46
1099,2026-01-06,11126,1007,1,242.49,0.15,site,concluído,242.49,206.12
1100,2025-05-12,10377,1003,2,161.31,0.0,site,não informado,322.62,322.62
1101,2025-07-05,10760,1005,1,966.33,0.05,marketplace,concluído,966.33,918.01
1102,2025-07-25,10850,1010,2,90.73,0.1,marketplace,concluído,181.46,163.31
1103,2025-06-04,11493,1007,4,285.31,0.05,site,concluído,1141.24,1084.18
1104,2025-08-10,10464,1012,3,492.86,0.05,loja física,não informado,1478.58,1404.65
1105,2025-12-20,11108,1012,2,429.91,0.15,app,concluído,859.82,730.85
1106,2025-08-10,10102,1002,1,80.13,0.0,site,concluído,80.13,80.13
1107,2025-11-16,11343,1010,1,98.64,0.0,loja física,concluído,98.64,98.64
1108,2025-07-28,10019,1011,1,822.41,0.1,marketplace,em separação,822.41,740.17
1109,2025-09-27,10999,1010,2,95.26,0.0,app,concluído,190.52,190.52
1110,2025-02-09,10796,1002,3,73.33,0.1,app,concluído,219.99,197.99
1111,2026-01-11,10480,1008,1,882.42,0.1,marketplace,concluído,882.42,794.18
1112,2025-12-28,10520,1012,2,414.39,0.1,app,concluído,828.78,745.9
1113,2025-12-23,10963,1001,4,3440.52,0.2,loja física,concluído,13762.08,11009.66
1114,2025-11-15,10190,1004,6,1344.4,0.1,app,concluído,8066.4,7259.76
1115,2025-04-05,11263,1007,2,317.15,0.0,app,concluído,634.3,634.3
1116,2025-12-26,10753,1007,2,296.05,0.0,marketplace,pendente,592.1,592.1
1117,2025-06-03,10394,1011,1,713.62,0.0,app,concluído,713.62,713.62
1118,2025-12-31,10359,1008,1,833.76,0.05,loja física,concluído,833.76,792.07
1119,2025-05-31,11272,1011,2,837.41,0.15,app,concluído,1674.82,1423.6
1120,2026-02-02,11078,1001,2,3415.62,0.0,loja física,em separação,6831.24,6831.24
1121,2026-03-08,11145,1005,1,869.72,0.0,loja física,concluído,869.72,869.72
1122,2025-04-19,10412,1003,4,137.3,0.0,loja física,concluído,549.2,549.2
1123,2025-02-12,11315,1005,1,986.86,0.05,loja física,concluído,986.86,937.52
1124,2025-08-10,10865,1008,5,856.69,0.0,marketplace,cancelado,4283.45,4283.45
1125,2025-03-11,11448,1005,1,1069.31,0.2,site,em separação,1069.31,855.45
1126,2026-01-22,11103,1012,4,432.36,0.15,app,concluído,1729.44,1470.02
1127,2025-10-09,10038,1003,1,139.77,0.0,loja física,concluído,139.77,139.77
1128,2025-04-21,10670,1012,1,379.68,0.1,loja física,concluído,379.68,341.71
1129,2025-07-02,10097,1005,1,1059.89,0.1,marketplace,concluído,1059.89,953.9
1130,2026-03-06,10766,1004,1,1201.57,0.05,marketplace,não informado,1201.57,1141.49
1131,2025-06-07,10307,1006,2,211.14,0.0,site,em separação,422.28,422.28
1132,2025-05-06,10307,1005,5,942.81,0.0,marketplace,concluído,4714.05,4714.05
1133,2025-02-05,10075,1012,1,449.17,0.0,site,pendente,449.17,449.17
1134,2026-02-08,11121,1004,1,1187.12,0.2,loja física,concluído,1187.12,949.7
1135,2025-07-08,10785,1006,3,220.28,0.0,app,concluído,660.84,660.84
1136,2025-05-10,11393,1003,5,132.29,0.15,site,cancelado,661.45,562.23
1137,2025-05-25,10612,1006,3,198.01,0.05,marketplace,concluído,594.03,564.33
1138,2025-07-07,11017,1002,1,72.91,0.05,app,pendente,72.91,69.26
1139,2026-02-19,10243,1010,2,92.89,0.0,site,concluído,185.78,185.78
1140,2025-10-08,10198,1010,3,92.44,0.05,site,concluído,277.32,263.45
1141,2025-03-21,10495,1002,2,76.88,0.05,marketplace,não informado,153.76,146.07
1142,2025-07-04,10903,1010,1,99.06,0.0,loja física,cancelado,99.06,99.06
1143,2025-08-10,11257,1001,1,3189.21,0.0,loja física,concluído,3189.21,3189.21
1144,2025-03-19,10252,1009,1,589.55,0.0,app,concluído,589.55,589.55
1145,2025-09-10,10022,1011,1,746.54,0.15,marketplace,concluído,746.54,634.56
1146,2025-12-13,10180,1001,2,3426.07,0.0,marketplace,concluído,6852.14,6852.14
1147,2025-05-12,10539,1012,5,452.8,0.05,site,cancelado,2264.0,2150.8
1148,2025-02-07,11045,1007,2,289.98,0.05,app,concluído,579.96,550.96
1149,2025-04-17,10915,1009,1,529.36,0.0,site,pendente,529.36,529.36
1150,2025-10-15,11497,1008,1,932.41,0.0,app,pendente,932.41,932.41
1151,2025-10-31,10827,1007,2,304.04,0.0,app,pendente,608.08,608.08
1152,2025-12-15,11044,1012,5,372.56,0.0,marketplace,concluído,1862.8,1862.8
1153,2025-08-10,10731,1006,5,209.86,0.0,marketplace,em separação,1049.3,1049.3
1154,2025-08-06,10908,1010,2,72.96,0.1,loja física,pendente,145.92,131.33
1155,2026-02-06,10423,1002,1,87.37,0.0,loja física,pendente,87.37,87.37
1156,2025-08-12,10781,1011,5,766.33,0.05,marketplace,pendente,3831.65,3640.07
1157,2025-05-20,10819,1006,4,214.15,0.0,marketplace,concluído,856.6,856.6
1158,2025-02-24,10422,1010,3,103.31,0.05,site,pendente,309.93,294.43
1159,2025-08-21,11329,1011,2,709.15,0.1,loja física,concluído,1418.3,1276.47
1160,2025-08-22,10984,1009,1,561.08,0.0,site,pendente,561.08,561.08
1161,2025-08-11,10688,1008,2,827.05,0.15,loja física,concluído,1654.1,1405.99
1162,2025-09-07,11154,1005,3,753.28,0.0,site,concluído,2259.84,2259.84
1163,2025-03-10,10538,1005,1,1007.2,0.15,loja física,concluído,1007.2,856.12
1164,2026-03-04,10310,1006,1,199.1,0.1,site,concluído,199.1,179.19
1165,2026-01-15,10240,1004,3,1021.4,0.05,app,concluído,3064.2,2910.99
1166,2025-10-20,11420,1006,2,235.21,0.0,marketplace,concluído,470.42,470.42
1167,2025-08-24,10080,1001,4,3039.23,0.05,loja física,cancelado,12156.92,11549.07
1168,2025-04-12,11198,1004,1,1198.08,0.15,marketplace,concluído,1198.08,1018.37
1169,2025-01-25,10707,1005,3,925.0,0.0,app,concluído,2775.0,2775.0
1170,2025-12-07,10548,1011,3,802.42,0.0,site,concluído,2407.26,2407.26
1171,2025-03-14,11370,1005,1,997.89,0.15,site,concluído,997.89,848.21
1172,2025-07-21,11001,1010,2,80.74,0.2,marketplace,concluído,161.48,129.18
1173,2025-09-19,11425,1008,5,769.71,0.0,app,pendente,3848.55,3848.55
1174,2025-05-14,10164,1001,1,3554.13,0.0,site,concluído,3554.13,3554.13
1175,2026-02-02,11173,1002,2,72.64,0.0,app,concluído,145.28,145.28
1176,2025-07-18,10798,1011,5,801.63,0.1,app,em separação,4008.15,3607.33
1177,2025-06-02,11165,1001,3,3143.14,0.1,app,concluído,9429.42,8486.48
1178,2025-08-10,10567,1002,3,82.43,0.05,app,não informado,247.29,234.93
1179,2025-04-09,11235,1004,1,1064.42,0.1,marketplace,não informado,1064.42,957.98
1180,2025-10-06,10333,1002,1,80.58,0.0,app,concluído,80.58,80.58
1181,2025-01-30,11432,1007,2,321.0,0.0,loja física,em separação,642.0,642.0
1182,2025-02-01,10928,1011,5,673.79,0.05,loja física,concluído,3368.95,3200.5
1183,2026-01-19,10091,1010,3,94.77,0.0,loja física,em separação,284.31,284.31
1184,2026-03-15,10444,1007,1,296.46,0.05,site,pendente,296.46,281.64
1185,2025-08-03,10803,1011,2,929.18,0.0,marketplace,concluído,1858.36,1858.36
1186,2025-11-29,10714,1007,2,319.35,0.0,app,concluído,638.7,638.7
1187,2026-01-17,10295,1010,4,89.57,0.05,app,pendente,358.28,340.37
1188,2025-11-12,10335,1003,1,142.68,0.0,app,concluído,142.68,142.68
1189,2025-02-16,10896,1010,1,103.95,0.0,marketplace,concluído,103.95,103.95
1190,2025-03-15,11065,1006,2,216.26,0.0,marketplace,concluído,432.52,432.52
1191,2025-03-28,10056,1012,2,387.51,0.0,app,concluído,775.02,775.02
1192,2026-02-15,10326,1002,1,72.82,0.1,marketplace,em separação,72.82,65.54
1193,2025-08-10,10160,1008,6,909.97,0.1,marketplace,concluído,5459.82,4913.84
1194,2026-02-04,10551,1006,3,237.88,0.05,site,concluído,713.64,677.96
1195,2025-07-23,10762,1012,3,396.85,0.15,app,concluído,1190.55,1011.97
1196,2025-11-08,10195,1007,2,281.36,0.15,loja física,concluído,562.72,478.31
1197,2025-06-25,10404,1003,2,140.76,0.15,site,concluído,281.52,239.29
1198,2025-10-26,10226,1008,2,802.41,0.0,app,concluído,1604.82,1604.82
1199,2025-06-05,10528,1011,5,865.49,0.0,marketplace,concluído,4327.45,4327.45
1200,2025-05-31,10463,1005,5,825.9,0.05,app,concluído,4129.5,3923.02
1201,2026-02-05,10257,1004,2,1151.88,0.15,loja física,concluído,2303.76,1958.2
1202,2025-10-20,10811,1006,4,245.11,0.05,loja física,concluído,980.44,931.42
1203,2026-02-08,11325,1007,1,328.94,0.0,loja física,concluído,328.94,328.94
1204,2025-07-28,10077,1005,3,1035.68,0.05,loja física,concluído,3107.04,2951.69
1205,2025-07-06,11482,1007,3,307.69,0.05,loja física,concluído,923.07,876.92
1206,2025-05-08,10960,1008,6,872.49,0.0,app,concluído,5234.94,5234.94
1207,2025-03-22,10519,1012,1,415.99,0.05,loja física,concluído,415.99,395.19
1208,2025-11-28,11203,1003,1,167.66,0.0,app,pendente,167.66,167.66
1209,2025-11-09,10707,1012,4,432.74,0.15,marketplace,concluído,1730.96,1471.32
1210,2026-01-17,10269,1007,2,288.69,0.0,site,em separação,577.38,577.38
1211,2025-11-01,11243,1006,3,222.94,0.0,loja física,em separação,668.82,668.82
1212,2025-10-03,10443,1009,1,558.03,0.0,site,concluído,558.03,558.03
1213,2025-06-21,10861,1001,2,3681.82,0.0,loja física,concluído,7363.64,7363.64
1214,2025-08-27,10395,1005,1,1011.65,0.0,site,em separação,1011.65,1011.65
1215,2025-08-10,10162,1010,3,104.21,0.0,site,cancelado,312.63,312.63
1216,2025-01-09,10183,1010,1,91.25,0.2,app,concluído,91.25,73.0
1217,2025-12-11,10329,1009,1,514.59,0.05,loja física,concluído,514.59,488.86
1218,2025-05-02,11200,1011,3,868.5,0.0,loja física,concluído,2605.5,2605.5
1219,2025-06-10,10036,1008,1,799.47,0.0,loja física,concluído,799.47,799.47
1220,2025-08-20,10265,1007,1,307.56,0.05,loja física,cancelado,307.56,292.18
1221,2025-09-07,10883,1004,1,1361.7,0.0,app,concluído,1361.7,1361.7
1222,2025-04-08,10327,1009,2,583.2,0.05,loja física,concluído,1166.4,1108.08
1223,2025-01-13,11237,1007,3,303.01,0.0,site,em separação,909.03,909.03
1224,2025-04-23,11487,1002,2,80.63,0.05,site,em separação,161.26,153.2
1225,2025-08-01,11369,1001,3,3874.65,0.15,marketplace,concluído,11623.95,9880.36
1226,2025-06-17,10798,1003,2,154.42,0.0,loja física,em separação,308.84,308.84
1227,2025-06-03,10805,1003,3,140.81,0.05,loja física,não informado,422.43,401.31
1228,2025-07-28,10054,1006,4,219.39,0.0,marketplace,pendente,877.56,877.56
1229,2025-01-28,10957,1002,2,68.08,0.05,site,não informado,136.16,129.35
1230,2026-03-03,11080,1002,1,80.72,0.0,loja física,concluído,80.72,80.72
1231,2025-10-18,11495,1003,1,148.17,0.0,app,concluído,148.17,148.17
1232,2025-02-23,10790,1008,1,997.39,0.2,app,concluído,997.39,797.91
1233,2025-10-11,11354,1011,6,697.06,0.15,loja física,concluído,4182.36,3555.01
1234,2025-03-02,10207,1010,3,94.53,0.2,app,concluído,283.59,226.87
1235,2025-11-03,11286,1001,1,3227.8,0.0,app,concluído,3227.8,3227.8
1236,2026-02-06,10355,1011,1,841.3,0.1,site,concluído,841.3,757.17
1237,2025-12-07,10096,1004,2,1074.36,0.0,marketplace,pendente,2148.72,2148.72
1238,2025-02-05,10954,1006,1,254.05,0.1,loja física,cancelado,254.05,228.65
1239,2025-11-08,10059,1002,2,69.07,0.0,loja física,cancelado,138.14,138.14
1240,2025-07-14,10286,1002,4,96.88,0.0,app,concluído,387.52,387.52
1241,2025-02-08,11289,1002,5,80.07,0.05,site,concluído,400.35,380.33
1242,2025-12-19,10986,1006,5,229.87,0.0,site,concluído,1149.35,1149.35
1243,2026-02-12,10654,1004,1,1135.12,0.2,loja física,concluído,1135.12,908.1
1244,2025-12-01,10024,1006,2,192.34,0.0,loja física,concluído,384.68,384.68
1245,2026-03-06,10340,1008,2,768.61,0.0,app,não informado,1537.22,1537.22
1246,2025-08-10,10273,1009,1,543.19,0.2,marketplace,em separação,543.19,434.55
1247,2025-12-30,10744,1005,1,1014.37,0.0,marketplace,pendente,1014.37,1014.37
1248,2025-08-11,11310,1004,5,1214.06,0.0,site,concluído,6070.3,6070.3
1249,2025-02-20,10520,1001,5,3410.27,0.0,loja física,concluído,17051.35,17051.35
1250,2026-02-23,10265,1001,3,3506.93,0.1,marketplace,em separação,10520.79,9468.71
1251,2025-08-22,10272,1009,1,625.9,0.0,app,concluído,625.9,625.9
1252,2025-08-10,10675,1009,6,638.52,0.15,loja física,não informado,3831.12,3256.45
1253,2025-04-02,11214,1005,3,968.56,0.1,app,concluído,2905.68,2615.11
1254,2025-01-10,10180,1010,6,83.44,0.05,app,concluído,500.64,475.61
1255,2025-03-01,10079,1003,3,145.24,0.0,app,concluído,435.72,435.72
1256,2026-01-10,11015,1002,4,72.76,0.05,app,pendente,291.04,276.49
1257,2026-01-11,11107,1009,2,586.36,0.0,marketplace,não informado,1172.72,1172.72
1258,2026-02-05,10008,1005,2,908.44,0.0,marketplace,concluído,1816.88,1816.88
1259,2025-01-16,10475,1002,3,61.41,0.2,loja física,concluído,184.23,147.38
1260,2025-08-02,11036,1008,4,932.11,0.0,marketplace,concluído,3728.44,3728.44
1261,2025-11-25,10794,1011,4,881.81,0.0,site,concluído,3527.24,3527.24
1262,2025-06-11,10088,1003,2,157.46,0.0,loja física,cancelado,314.92,314.92
1263,2025-07-08,10675,1006,1,206.79,0.15,marketplace,em separação,206.79,175.77
1264,2025-11-22,10220,1010,2,85.53,0.0,site,concluído,171.06,171.06
1265,2025-06-15,10722,1006,3,236.54,0.0,marketplace,concluído,709.62,709.62
1266,2025-01-19,10392,1011,2,723.84,0.0,loja física,concluído,1447.68,1447.68
1267,2026-01-31,10909,1002,2,80.32,0.0,loja física,em separação,160.64,160.64
1268,2025-08-10,10234,1011,2,743.41,0.0,app,concluído,1486.82,1486.82
1269,2025-08-16,10113,1004,6,1274.79,0.1,loja física,concluído,7648.74,6883.87
1270,2025-10-23,11420,1003,2,136.67,0.1,loja física,concluído,273.34,246.01
1271,2025-08-25,10901,1003,2,140.11,0.15,marketplace,concluído,280.22,238.19
1272,2025-03-21,11052,1009,4,569.52,0.05,marketplace,concluído,2278.08,2164.18
1273,2025-08-10,11056,1012,1,410.51,0.05,loja física,concluído,410.51,389.98
1274,2025-02-12,10537,1006,1,220.28,0.0,marketplace,concluído,220.28,220.28
1275,2026-01-06,10210,1008,1,1007.46,0.0,site,concluído,1007.46,1007.46
1276,2026-02-22,10071,1008,2,838.84,0.2,site,em separação,1677.68,1342.14
1277,2025-12-12,10963,1011,4,709.04,0.05,loja física,pendente,2836.16,2694.35
1278,2025-07-27,10528,1005,4,882.14,0.15,site,concluído,3528.56,2999.28
1279,2026-01-16,10809,1009,3,522.88,0.1,site,concluído,1568.64,1411.78
1280,2025-03-29,11204,1006,2,217.03,0.0,loja física,concluído,434.06,434.06
1281,2026-02-14,10238,1009,3,580.48,0.0,marketplace,concluído,1741.44,1741.44
1282,2025-11-30,10429,1012,3,409.74,0.1,app,em separação,1229.22,1106.3
1283,2025-02-02,11176,1010,1,103.24,0.15,app,concluído,103.24,87.75
1284,2025-09-13,10369,1008,3,1004.21,0.05,app,concluído,3012.63,2862.0
1285,2025-08-20,10963,1009,2,577.18,0.0,marketplace,concluído,1154.36,1154.36
1286,2025-05-09,10929,1010,3,81.29,0.05,app,concluído,243.87,231.68
1287,2026-02-20,11135,1004,1,1011.27,0.0,site,concluído,1011.27,1011.27
1288,2025-05-26,11332,1007,1,310.62,0.0,app,concluído,310.62,310.62
1289,2025-09-20,10653,1009,1,513.95,0.1,marketplace,pendente,513.95,462.55
1290,2025-03-31,10647,1012,3,440.94,0.0,marketplace,concluído,1322.82,1322.82
1291,2025-07-15,10343,1004,4,1378.46,0.05,loja física,concluído,5513.84,5238.15
1292,2026-03-02,10306,1009,1,582.43,0.05,app,concluído,582.43,553.31
1293,2025-01-29,11331,1012,2,443.63,0.0,site,não informado,887.26,887.26
1294,2025-06-25,11452,1003,4,128.3,0.0,marketplace,concluído,513.2,513.2
1295,2025-04-30,11195,1011,1,784.92,0.05,loja física,concluído,784.92,745.67
1296,2025-12-20,11412,1009,3,585.53,0.15,loja física,pendente,1756.59,1493.1
1297,2025-05-06,10422,1001,3,3386.25,0.0,app,em separação,10158.75,10158.75
1298,2025-04-16,10078,1006,3,209.14,0.15,app,concluído,627.42,533.31
1299,2025-07-08,10605,1006,1,204.11,0.05,marketplace,concluído,204.11,193.9
1300,2025-08-10,10459,1006,6,236.67,0.0,app,concluído,1420.02,1420.02
1301,2026-02-16,10766,1003,5,159.16,0.2,site,em separação,795.8,636.64
1302,2025-10-26,11481,1001,1,3643.17,0.1,app,concluído,3643.17,3278.85
1303,2025-03-11,11448,1005,3,976.77,0.2,site,em separação,2930.31,2344.25
1304,2025-08-07,10413,1003,2,139.54,0.0,loja física,não informado,279.08,279.08
1305,2025-10-12,10593,1010,4,92.17,0.0,site,concluído,368.68,368.68
1306,2025-08-10,11150,1008,2,1021.6,0.15,app,concluído,2043.2,1736.72
1307,2026-01-05,10981,1002,1,75.22,0.2,app,concluído,75.22,60.18
1308,2026-02-27,11440,1004,2,1204.18,0.0,site,concluído,2408.36,2408.36
1309,2025-07-24,10063,1001,3,3222.44,0.0,loja física,concluído,9667.32,9667.32
1310,2025-10-24,11009,1001,3,3469.58,0.0,site,concluído,10408.74,10408.74
1311,2025-11-04,11130,1008,4,881.02,0.05,marketplace,concluído,3524.08,3347.88
1312,2026-02-03,11179,1009,3,581.79,0.0,app,concluído,1745.37,1745.37
1313,2026-01-13,10745,1005,2,973.63,0.0,loja física,concluído,1947.26,1947.26
1314,2025-08-13,10211,1002,5,69.9,0.1,marketplace,pendente,349.5,314.55
1315,2025-07-14,10045,1011,1,766.74,0.0,marketplace,não informado,766.74,766.74
1316,2025-12-12,10594,1006,1,240.75,0.1,marketplace,concluído,240.75,216.67
1317,2026-02-13,10202,1004,1,1152.79,0.0,loja física,concluído,1152.79,1152.79
1318,2025-08-10,10067,1007,4,297.96,0.0,marketplace,concluído,1191.84,1191.84
1319,2025-05-11,10686,1010,2,90.91,0.0,marketplace,concluído,181.82,181.82
1320,2025-08-25,11471,1005,1,1025.46,0.0,marketplace,pendente,1025.46,1025.46
1321,2025-08-10,11399,1001,3,3936.07,0.1,loja física,concluído,11808.21,10627.39
1322,2026-02-01,11431,1012,2,447.9,0.0,marketplace,concluído,895.8,895.8
1323,2026-02-28,10667,1008,3,808.38,0.0,site,não informado,2425.14,2425.14
1324,2025-06-03,11490,1002,2,82.98,0.05,site,pendente,165.96,157.66
1325,2025-09-12,11373,1003,3,157.65,0.0,app,concluído,472.95,472.95
1326,2025-07-27,11489,1003,1,155.4,0.2,app,concluído,155.4,124.32
1327,2026-03-01,10824,1012,2,447.9,0.0,site,concluído,895.8,895.8
1328,2026-02-14,11443,1001,2,3270.98,0.15,loja física,concluído,6541.96,5560.67
1329,2025-07-22,10711,1005,1,950.29,0.15,marketplace,concluído,950.29,807.75
1330,2025-07-23,10271,1007,3,350.23,0.0,app,não informado,1050.69,1050.69
1331,2025-06-21,10945,1007,3,346.38,0.0,app,concluído,1039.14,1039.14
1332,2025-03-11,10429,1004,2,1251.77,0.2,app,concluído,2503.54,2002.83
1333,2026-02-27,11187,1004,1,1283.38,0.0,loja física,em separação,1283.38,1283.38
1334,2025-03-07,11053,1007,1,261.5,0.15,site,concluído,261.5,222.28
1335,2025-06-07,10033,1006,3,219.13,0.2,marketplace,concluído,657.39,525.91
1336,2026-01-07,11233,1004,1,1246.95,0.0,marketplace,concluído,1246.95,1246.95
1337,2025-06-26,10193,1011,1,864.78,0.0,loja física,concluído,864.78,864.78
1338,2026-01-06,10609,1003,3,145.75,0.0,marketplace,concluído,437.25,437.25
1339,2025-01-04,10466,1006,1,243.7,0.05,marketplace,não informado,243.7,231.52
1340,2025-04-24,10299,1011,3,701.3,0.05,loja física,concluído,2103.9,1998.7
1341,2025-06-04,10010,1010,1,102.39,0.05,site,pendente,102.39,97.27
1342,2026-02-12,10731,1008,6,882.13,0.0,loja física,não informado,5292.78,5292.78
1343,2025-08-11,10716,1005,3,867.09,0.1,loja física,concluído,2601.27,2341.14
1344,2025-08-15,10679,1009,4,574.31,0.15,app,concluído,2297.24,1952.65
1345,2025-01-24,10809,1003,3,129.33,0.0,app,pendente,387.99,387.99
1346,2025-02-02,10209,1004,5,1014.4,0.2,loja física,concluído,5072.0,4057.6
1347,2025-04-01,11193,1002,4,74.33,0.0,app,concluído,297.32,297.32
1348,2025-03-09,10619,1004,5,1281.74,0.05,marketplace,pendente,6408.7,6088.26
1349,2025-10-14,10602,1002,1,89.28,0.0,marketplace,pendente,89.28,89.28
1350,2025-09-14,11214,1008,1,788.46,0.1,site,concluído,788.46,709.61
